#E_pot  E_kin  T  P_ideal P_virial
-7.212765e-04 7.534139e+02 3.020496e+02 8.340489e+02 8.340465e+02
-7.475803e-04 7.147427e+02 2.865460e+02 7.912388e+02 7.912363e+02
-7.093165e-04 7.142925e+02 2.863655e+02 7.907404e+02 7.907380e+02
-6.650611e-04 7.267726e+02 2.913688e+02 8.045562e+02 8.045540e+02
-6.257301e-04 7.080190e+02 2.838504e+02 7.837955e+02 7.837934e+02
-5.747053e-04 7.205977e+02 2.888933e+02 7.977205e+02 7.977185e+02
-5.466146e-04 6.867008e+02 2.753038e+02 7.601957e+02 7.601939e+02
-5.206181e-04 6.869037e+02 2.753851e+02 7.604203e+02 7.604185e+02
-4.688132e-04 6.787425e+02 2.721132e+02 7.513856e+02 7.513841e+02
-3.986748e-04 6.837180e+02 2.741079e+02 7.568936e+02 7.568923e+02
-3.303147e-04 6.590294e+02 2.642101e+02 7.295627e+02 7.295616e+02
-2.693653e-04 6.737734e+02 2.701210e+02 7.458847e+02 7.458838e+02
-2.185764e-04 7.054779e+02 2.828316e+02 7.809824e+02 7.809817e+02
-1.827506e-04 6.742627e+02 2.703172e+02 7.464263e+02 7.464257e+02
-1.556018e-04 7.203771e+02 2.888048e+02 7.974762e+02 7.974757e+02
-1.355101e-04 7.488380e+02 3.002150e+02 8.289832e+02 8.289827e+02
-1.197911e-04 7.384172e+02 2.960373e+02 8.174471e+02 8.174467e+02
-1.050349e-04 7.384284e+02 2.960418e+02 8.174595e+02 8.174592e+02
-9.177931e-05 7.430573e+02 2.978975e+02 8.225838e+02 8.225835e+02
-8.013149e-05 7.585607e+02 3.041129e+02 8.397464e+02 8.397462e+02
-7.079348e-05 7.442474e+02 2.983746e+02 8.239012e+02 8.239010e+02
-6.244668e-05 7.742563e+02 3.104054e+02 8.571219e+02 8.571217e+02
-5.534103e-05 7.719134e+02 3.094662e+02 8.545283e+02 8.545281e+02
-4.937286e-05 7.490937e+02 3.003176e+02 8.292663e+02 8.292661e+02
-4.420264e-05 7.614893e+02 3.052870e+02 8.429885e+02 8.429884e+02
-4.024287e-05 8.097937e+02 3.246527e+02 8.964628e+02 8.964626e+02
-3.695514e-05 8.240427e+02 3.303652e+02 9.122367e+02 9.122366e+02
-3.349150e-05 8.362624e+02 3.352642e+02 9.257643e+02 9.257642e+02
-3.030705e-05 8.166990e+02 3.274211e+02 9.041071e+02 9.041070e+02
-2.810038e-05 7.727407e+02 3.097978e+02 8.554441e+02 8.554440e+02
-2.588919e-05 7.782384e+02 3.120019e+02 8.615302e+02 8.615301e+02
-2.364800e-05 8.267395e+02 3.314464e+02 9.152222e+02 9.152221e+02
-2.237707e-05 8.244519e+02 3.305292e+02 9.126897e+02 9.126897e+02
-2.196749e-05 7.898410e+02 3.166534e+02 8.743745e+02 8.743744e+02
-2.169356e-05 7.609906e+02 3.050871e+02 8.424364e+02 8.424364e+02
-2.138733e-05 7.668441e+02 3.074338e+02 8.489164e+02 8.489163e+02
-2.124776e-05 7.637395e+02 3.061891e+02 8.454795e+02 8.454794e+02
-2.121843e-05 7.789813e+02 3.122997e+02 8.623526e+02 8.623525e+02
-2.126565e-05 7.582431e+02 3.039856e+02 8.393949e+02 8.393948e+02
-2.126246e-05 7.028733e+02 2.817874e+02 7.780991e+02 7.780990e+02
-2.112322e-05 7.630770e+02 3.059236e+02 8.447461e+02 8.447461e+02
-2.111931e-05 7.986829e+02 3.201982e+02 8.841628e+02 8.841627e+02
-2.127847e-05 8.264045e+02 3.313120e+02 9.148513e+02 9.148512e+02
-2.152278e-05 8.076658e+02 3.237996e+02 8.941071e+02 8.941070e+02
-2.187565e-05 7.781764e+02 3.119770e+02 8.614615e+02 8.614615e+02
-2.241982e-05 7.711836e+02 3.091736e+02 8.537204e+02 8.537203e+02
-2.315815e-05 7.277109e+02 2.917450e+02 8.055949e+02 8.055948e+02
-2.358196e-05 7.040025e+02 2.822401e+02 7.793491e+02 7.793491e+02
-2.353227e-05 6.973565e+02 2.795757e+02 7.719918e+02 7.719918e+02
-2.304433e-05 7.218624e+02 2.894003e+02 7.991205e+02 7.991205e+02
-2.231412e-05 7.344683e+02 2.944541e+02 8.130755e+02 8.130755e+02
-2.182975e-05 7.510032e+02 3.010831e+02 8.313801e+02 8.313800e+02
-2.124328e-05 7.118460e+02 2.853847e+02 7.880321e+02 7.880320e+02
-2.059447e-05 7.276210e+02 2.917090e+02 8.054954e+02 8.054953e+02
-2.032375e-05 7.343784e+02 2.944181e+02 8.129760e+02 8.129759e+02
-2.020913e-05 7.375096e+02 2.956734e+02 8.164424e+02 8.164423e+02
-1.997011e-05 7.118477e+02 2.853853e+02 7.880339e+02 7.880338e+02
-1.972160e-05 6.871754e+02 2.754940e+02 7.607211e+02 7.607210e+02
-1.980382e-05 7.184821e+02 2.880451e+02 7.953784e+02 7.953783e+02
-2.013989e-05 6.944395e+02 2.784062e+02 7.687626e+02 7.687625e+02
-2.042157e-05 7.050115e+02 2.826446e+02 7.804661e+02 7.804660e+02
-2.061463e-05 6.845122e+02 2.744263e+02 7.577729e+02 7.577728e+02
-2.081530e-05 6.770191e+02 2.714223e+02 7.494778e+02 7.494777e+02
-2.115014e-05 6.878732e+02 2.757738e+02 7.614936e+02 7.614935e+02
-2.171284e-05 7.036781e+02 2.821101e+02 7.789900e+02 7.789899e+02
-2.247954e-05 7.398295e+02 2.966035e+02 8.190105e+02 8.190105e+02
-2.329360e-05 7.304442e+02 2.928408e+02 8.086207e+02 8.086206e+02
-2.422251e-05 6.875887e+02 2.756597e+02 7.611786e+02 7.611785e+02
-2.555774e-05 6.968198e+02 2.793605e+02 7.713976e+02 7.713975e+02
-2.719796e-05 7.263359e+02 2.911938e+02 8.040728e+02 8.040727e+02
-2.880147e-05 7.206914e+02 2.889308e+02 7.978241e+02 7.978240e+02
-3.091625e-05 7.340842e+02 2.943001e+02 8.126503e+02 8.126502e+02
-3.364923e-05 7.379979e+02 2.958691e+02 8.169828e+02 8.169827e+02
-3.660314e-05 7.335842e+02 2.940997e+02 8.120968e+02 8.120967e+02
-3.999431e-05 7.339904e+02 2.942625e+02 8.125465e+02 8.125464e+02
-4.289761e-05 6.950121e+02 2.786358e+02 7.693965e+02 7.693964e+02
-4.390746e-05 7.233068e+02 2.899794e+02 8.007194e+02 8.007193e+02
-4.368904e-05 7.476725e+02 2.997478e+02 8.276929e+02 8.276927e+02
-4.334424e-05 7.257409e+02 2.909552e+02 8.034141e+02 8.034140e+02
-4.340268e-05 7.609466e+02 3.050695e+02 8.423878e+02 8.423876e+02
-4.347972e-05 7.643341e+02 3.064275e+02 8.461377e+02 8.461376e+02
-4.349494e-05 7.752206e+02 3.107920e+02 8.581894e+02 8.581893e+02
-4.356976e-05 7.650581e+02 3.067178e+02 8.469393e+02 8.469391e+02
-4.314791e-05 7.772376e+02 3.116007e+02 8.604223e+02 8.604222e+02
-4.135120e-05 7.884740e+02 3.161054e+02 8.728613e+02 8.728611e+02
-3.918129e-05 8.089060e+02 3.242968e+02 8.954800e+02 8.954799e+02
-3.774171e-05 8.587142e+02 3.442653e+02 9.506190e+02 9.506188e+02
-3.602641e-05 8.349277e+02 3.347291e+02 9.242867e+02 9.242865e+02
-3.375661e-05 7.920021e+02 3.175199e+02 8.767670e+02 8.767668e+02
-3.170786e-05 7.988588e+02 3.202688e+02 8.843575e+02 8.843574e+02
-2.987386e-05 7.940044e+02 3.183226e+02 8.789836e+02 8.789835e+02
-2.853255e-05 7.950571e+02 3.187446e+02 8.801489e+02 8.801488e+02
-2.756689e-05 7.867296e+02 3.154061e+02 8.709302e+02 8.709301e+02
-2.701227e-05 7.720210e+02 3.095093e+02 8.546473e+02 8.546472e+02
-2.653346e-05 7.151673e+02 2.867162e+02 7.917089e+02 7.917088e+02
-2.537834e-05 7.218746e+02 2.894052e+02 7.991340e+02 7.991339e+02
-2.390557e-05 6.860418e+02 2.750396e+02 7.594662e+02 7.594661e+02
-2.254458e-05 6.566374e+02 2.632511e+02 7.269147e+02 7.269146e+02
-2.139985e-05 6.879578e+02 2.758077e+02 7.615872e+02 7.615871e+02
-2.060992e-05 7.016972e+02 2.813159e+02 7.767970e+02 7.767970e+02
-1.997110e-05 7.159295e+02 2.870218e+02 7.925526e+02 7.925526e+02
-1.922924e-05 7.623044e+02 3.056138e+02 8.438908e+02 8.438907e+02
-1.866648e-05 7.646076e+02 3.065372e+02 8.464405e+02 8.464405e+02
-1.826412e-05 7.908302e+02 3.170500e+02 8.754696e+02 8.754695e+02
-1.780607e-05 8.200021e+02 3.287453e+02 9.077637e+02 9.077636e+02
-1.740073e-05 8.232750e+02 3.300574e+02 9.113869e+02 9.113868e+02
-1.703686e-05 8.313384e+02 3.332901e+02 9.203132e+02 9.203132e+02
-1.671324e-05 8.019002e+02 3.214881e+02 8.877244e+02 8.877244e+02
-1.657467e-05 7.632151e+02 3.059789e+02 8.448990e+02 8.448989e+02
-1.671282e-05 7.543373e+02 3.024197e+02 8.350710e+02 8.350710e+02
-1.701387e-05 7.272019e+02 2.915410e+02 8.050315e+02 8.050314e+02
-1.710969e-05 7.538354e+02 3.022185e+02 8.345155e+02 8.345154e+02
-1.708593e-05 7.410037e+02 2.970742e+02 8.203104e+02 8.203103e+02
-1.709037e-05 7.537680e+02 3.021915e+02 8.344408e+02 8.344408e+02
-1.712505e-05 7.424393e+02 2.976498e+02 8.218997e+02 8.218996e+02
-1.717801e-05 7.294294e+02 2.924340e+02 8.074974e+02 8.074973e+02
-1.712953e-05 7.412052e+02 2.971550e+02 8.205335e+02 8.205335e+02
-1.701288e-05 7.512732e+02 3.011913e+02 8.316789e+02 8.316789e+02
-1.698426e-05 7.603598e+02 3.048342e+02 8.417381e+02 8.417381e+02
-1.691291e-05 7.285467e+02 2.920801e+02 8.065201e+02 8.065201e+02
-1.686578e-05 7.073605e+02 2.835864e+02 7.830665e+02 7.830664e+02
-1.686510e-05 7.410044e+02 2.970745e+02 8.203112e+02 8.203111e+02
-1.673049e-05 7.477650e+02 2.997849e+02 8.277954e+02 8.277953e+02
-1.640647e-05 7.487229e+02 3.001689e+02 8.288557e+02 8.288557e+02
-1.591854e-05 8.027605e+02 3.218330e+02 8.886768e+02 8.886767e+02
-1.548819e-05 8.113828e+02 3.252897e+02 8.982218e+02 8.982218e+02
-1.507316e-05 8.015562e+02 3.213502e+02 8.873436e+02 8.873436e+02
-1.460815e-05 7.924921e+02 3.177163e+02 8.773094e+02 8.773093e+02
-1.409260e-05 7.544652e+02 3.024710e+02 8.352127e+02 8.352126e+02
-1.361503e-05 7.450247e+02 2.986862e+02 8.247617e+02 8.247617e+02
-1.328983e-05 6.926661e+02 2.776953e+02 7.667994e+02 7.667994e+02
-1.309504e-05 6.662278e+02 2.670959e+02 7.375315e+02 7.375315e+02
-1.285680e-05 6.854495e+02 2.748021e+02 7.588105e+02 7.588105e+02
-1.258800e-05 6.682072e+02 2.678895e+02 7.397228e+02 7.397227e+02
-1.241130e-05 7.011947e+02 2.811144e+02 7.762408e+02 7.762407e+02
-1.233526e-05 6.711901e+02 2.690854e+02 7.430249e+02 7.430249e+02
-1.235473e-05 7.139773e+02 2.862391e+02 7.903914e+02 7.903914e+02
-1.237880e-05 7.098260e+02 2.845748e+02 7.857958e+02 7.857958e+02
-1.233142e-05 6.892087e+02 2.763092e+02 7.629720e+02 7.629720e+02
-1.233106e-05 7.403720e+02 2.968210e+02 8.196111e+02 8.196111e+02
-1.241316e-05 7.417810e+02 2.973858e+02 8.211709e+02 8.211708e+02
-1.250300e-05 7.575862e+02 3.037223e+02 8.386677e+02 8.386676e+02
-1.257020e-05 7.823133e+02 3.136355e+02 8.660412e+02 8.660412e+02
-1.260331e-05 7.481701e+02 2.999473e+02 8.282438e+02 8.282437e+02
-1.263292e-05 7.433014e+02 2.979954e+02 8.228540e+02 8.228540e+02
-1.270682e-05 7.092172e+02 2.843308e+02 7.851220e+02 7.851219e+02
-1.280098e-05 7.506928e+02 3.009586e+02 8.310365e+02 8.310364e+02
-1.278944e-05 7.650629e+02 3.067197e+02 8.469446e+02 8.469445e+02
-1.275333e-05 7.418064e+02 2.973960e+02 8.211990e+02 8.211989e+02
-1.275601e-05 7.329260e+02 2.938358e+02 8.113681e+02 8.113681e+02
-1.277048e-05 7.063105e+02 2.831654e+02 7.819042e+02 7.819041e+02
-1.280300e-05 7.160011e+02 2.870505e+02 7.926319e+02 7.926319e+02
-1.280214e-05 6.961945e+02 2.791098e+02 7.707055e+02 7.707054e+02
-1.274681e-05 6.918526e+02 2.773691e+02 7.658988e+02 7.658988e+02
-1.258908e-05 7.042421e+02 2.823362e+02 7.796143e+02 7.796143e+02
-1.230538e-05 7.181035e+02 2.878933e+02 7.949593e+02 7.949592e+02
-1.201924e-05 6.974465e+02 2.796118e+02 7.720914e+02 7.720914e+02
-1.176337e-05 7.268130e+02 2.913851e+02 8.046010e+02 8.046009e+02
-1.154961e-05 7.498902e+02 3.006369e+02 8.301480e+02 8.301479e+02
-1.144039e-05 7.047426e+02 2.825369e+02 7.801684e+02 7.801684e+02
-1.120378e-05 7.190521e+02 2.882736e+02 7.960094e+02 7.960094e+02
-1.081240e-05 7.009514e+02 2.810169e+02 7.759715e+02 7.759715e+02
-1.042690e-05 6.964422e+02 2.792092e+02 7.709797e+02 7.709797e+02
-1.006006e-05 7.112156e+02 2.851319e+02 7.873342e+02 7.873342e+02
-9.814147e-06 6.708129e+02 2.689341e+02 7.426073e+02 7.426073e+02
-9.677197e-06 7.109603e+02 2.850296e+02 7.870516e+02 7.870515e+02
-9.562287e-06 6.951461e+02 2.786895e+02 7.695449e+02 7.695448e+02
-9.493351e-06 7.010347e+02 2.810503e+02 7.760637e+02 7.760636e+02
-9.447877e-06 6.625566e+02 2.656242e+02 7.334674e+02 7.334674e+02
-9.362014e-06 6.274326e+02 2.515426e+02 6.945842e+02 6.945841e+02
-9.249462e-06 6.700222e+02 2.686171e+02 7.417320e+02 7.417320e+02
-9.152466e-06 7.010119e+02 2.810412e+02 7.760384e+02 7.760384e+02
-9.082952e-06 7.343201e+02 2.943947e+02 8.129114e+02 8.129114e+02
-9.033286e-06 7.741031e+02 3.103440e+02 8.569523e+02 8.569522e+02
-9.022116e-06 8.126588e+02 3.258013e+02 8.996345e+02 8.996344e+02
-9.053324e-06 7.917823e+02 3.174318e+02 8.765237e+02 8.765236e+02
-9.080893e-06 7.555991e+02 3.029256e+02 8.364679e+02 8.364679e+02
-9.073173e-06 7.255986e+02 2.908982e+02 8.032565e+02 8.032565e+02
-9.071485e-06 7.086201e+02 2.840914e+02 7.844609e+02 7.844609e+02
-9.105961e-06 7.219436e+02 2.894328e+02 7.992103e+02 7.992103e+02
-9.173224e-06 7.285249e+02 2.920713e+02 8.064960e+02 8.064960e+02
-9.243040e-06 7.739092e+02 3.102663e+02 8.567377e+02 8.567376e+02
-9.261882e-06 7.630034e+02 3.058941e+02 8.446647e+02 8.446647e+02
-9.235041e-06 7.379001e+02 2.958300e+02 8.168747e+02 8.168746e+02
-9.265608e-06 7.732653e+02 3.100081e+02 8.560249e+02 8.560248e+02
-9.392029e-06 7.180239e+02 2.878614e+02 7.948711e+02 7.948711e+02
-9.536508e-06 7.676023e+02 3.077378e+02 8.497557e+02 8.497557e+02
-9.693804e-06 7.286900e+02 2.921376e+02 8.066788e+02 8.066788e+02
-9.836195e-06 7.219453e+02 2.894335e+02 7.992123e+02 7.992122e+02
-9.891497e-06 7.526356e+02 3.017375e+02 8.331873e+02 8.331872e+02
-9.804559e-06 7.214400e+02 2.892309e+02 7.986528e+02 7.986528e+02
-9.735570e-06 7.293289e+02 2.923937e+02 8.073861e+02 8.073861e+02
-9.710656e-06 7.398142e+02 2.965973e+02 8.189936e+02 8.189935e+02
-9.633147e-06 7.349739e+02 2.946568e+02 8.136352e+02 8.136352e+02
-9.529182e-06 7.730516e+02 3.099224e+02 8.557882e+02 8.557882e+02
-9.404913e-06 7.313470e+02 2.932027e+02 8.096201e+02 8.096201e+02
-9.311789e-06 7.234163e+02 2.900233e+02 8.008407e+02 8.008407e+02
-9.245577e-06 7.366606e+02 2.953330e+02 8.155025e+02 8.155025e+02
-9.244299e-06 7.598215e+02 3.046184e+02 8.411422e+02 8.411422e+02
-9.245954e-06 7.434024e+02 2.980358e+02 8.229658e+02 8.229657e+02
-9.250310e-06 7.103582e+02 2.847882e+02 7.863851e+02 7.863850e+02
-9.273092e-06 6.568158e+02 2.633226e+02 7.271122e+02 7.271122e+02
-9.270113e-06 6.896367e+02 2.764808e+02 7.634458e+02 7.634458e+02
-9.271498e-06 7.222854e+02 2.895699e+02 7.995887e+02 7.995887e+02
-9.277987e-06 7.290236e+02 2.922713e+02 8.070481e+02 8.070481e+02
-9.300170e-06 6.944737e+02 2.784200e+02 7.688005e+02 7.688004e+02
-9.376008e-06 7.126728e+02 2.857161e+02 7.889473e+02 7.889473e+02
-9.501560e-06 7.247840e+02 2.905716e+02 8.023547e+02 8.023547e+02
-9.612310e-06 7.268460e+02 2.913983e+02 8.046374e+02 8.046374e+02
-9.725344e-06 6.963393e+02 2.791679e+02 7.708657e+02 7.708657e+02
-9.916895e-06 7.385782e+02 2.961018e+02 8.176253e+02 8.176253e+02
-1.020587e-05 7.618320e+02 3.054244e+02 8.433679e+02 8.433679e+02
-1.059818e-05 7.619563e+02 3.054743e+02 8.435055e+02 8.435055e+02
-1.105090e-05 7.426118e+02 2.977189e+02 8.220906e+02 8.220906e+02
-1.148369e-05 7.897667e+02 3.166237e+02 8.742923e+02 8.742923e+02
-1.188543e-05 7.436267e+02 2.981258e+02 8.232142e+02 8.232141e+02
-1.228569e-05 7.211502e+02 2.891148e+02 7.983321e+02 7.983321e+02
-1.278194e-05 7.038529e+02 2.821801e+02 7.791835e+02 7.791834e+02
-1.334259e-05 7.178244e+02 2.877814e+02 7.946503e+02 7.946503e+02
-1.383821e-05 7.015868e+02 2.812717e+02 7.766749e+02 7.766748e+02
-1.436816e-05 7.331687e+02 2.939331e+02 8.116369e+02 8.116368e+02
-1.496407e-05 7.287254e+02 2.921517e+02 8.067180e+02 8.067179e+02
-1.554289e-05 7.484270e+02 3.000503e+02 8.285282e+02 8.285281e+02
-1.620239e-05 7.618020e+02 3.054124e+02 8.433347e+02 8.433346e+02
-1.699874e-05 7.397291e+02 2.965632e+02 8.188993e+02 8.188993e+02
-1.785280e-05 7.425166e+02 2.976807e+02 8.219852e+02 8.219851e+02
-1.874092e-05 7.584282e+02 3.040598e+02 8.395998e+02 8.395998e+02
-1.955775e-05 7.167133e+02 2.873360e+02 7.934203e+02 7.934202e+02
-2.046207e-05 7.689788e+02 3.082896e+02 8.512795e+02 8.512795e+02
-2.178697e-05 7.803065e+02 3.128310e+02 8.638196e+02 8.638196e+02
-2.337262e-05 7.583702e+02 3.040366e+02 8.395355e+02 8.395355e+02
-2.504688e-05 7.864347e+02 3.152878e+02 8.706037e+02 8.706036e+02
-2.660645e-05 7.511351e+02 3.011360e+02 8.315262e+02 8.315261e+02
-2.828545e-05 7.797127e+02 3.125929e+02 8.631622e+02 8.631621e+02
-3.017700e-05 7.909571e+02 3.171009e+02 8.756102e+02 8.756101e+02
-3.155249e-05 7.837342e+02 3.142052e+02 8.676141e+02 8.676140e+02
-3.247262e-05 7.526674e+02 3.017503e+02 8.332224e+02 8.332223e+02
-3.319981e-05 7.908753e+02 3.170681e+02 8.755195e+02 8.755194e+02
-3.356695e-05 7.592339e+02 3.043828e+02 8.404917e+02 8.404916e+02
-3.349428e-05 7.215787e+02 2.892866e+02 7.988064e+02 7.988063e+02
-3.359639e-05 6.968227e+02 2.793617e+02 7.714009e+02 7.714008e+02
-3.406499e-05 7.199239e+02 2.886231e+02 7.969745e+02 7.969744e+02
-3.433979e-05 7.061025e+02 2.830821e+02 7.816739e+02 7.816738e+02
-3.445183e-05 7.446398e+02 2.985319e+02 8.243357e+02 8.243355e+02
-3.463942e-05 7.762301e+02 3.111967e+02 8.593069e+02 8.593068e+02
-3.455048e-05 7.744297e+02 3.104750e+02 8.573139e+02 8.573138e+02
-3.396021e-05 7.615423e+02 3.053083e+02 8.430471e+02 8.430470e+02
-3.313445e-05 7.408472e+02 2.970115e+02 8.201371e+02 8.201370e+02
-3.247905e-05 7.649741e+02 3.066841e+02 8.468462e+02 8.468461e+02
-3.198823e-05 7.260804e+02 2.910913e+02 8.037899e+02 8.037898e+02
-3.145157e-05 7.472990e+02 2.995980e+02 8.272795e+02 8.272794e+02
-3.089367e-05 7.794828e+02 3.125008e+02 8.629077e+02 8.629076e+02
-3.014565e-05 7.513657e+02 3.012284e+02 8.317814e+02 8.317813e+02
-2.936248e-05 7.402334e+02 2.967654e+02 8.194577e+02 8.194576e+02
-2.890529e-05 7.456563e+02 2.989395e+02 8.254609e+02 8.254608e+02
-2.840203e-05 7.657052e+02 3.069772e+02 8.476556e+02 8.476555e+02
-2.784794e-05 7.257506e+02 2.909591e+02 8.034248e+02 8.034247e+02
-2.771338e-05 7.429985e+02 2.978739e+02 8.225187e+02 8.225186e+02
-2.789278e-05 7.586720e+02 3.041575e+02 8.398696e+02 8.398695e+02
-2.775019e-05 7.611996e+02 3.051709e+02 8.426677e+02 8.426677e+02
-2.739684e-05 7.247198e+02 2.905459e+02 8.022837e+02 8.022836e+02
-2.717007e-05 7.600361e+02 3.047044e+02 8.413797e+02 8.413796e+02
-2.697331e-05 7.514318e+02 3.012549e+02 8.318546e+02 8.318545e+02
-2.673974e-05 7.283482e+02 2.920005e+02 8.063005e+02 8.063004e+02
-2.631258e-05 7.290908e+02 2.922982e+02 8.071225e+02 8.071224e+02
-2.571865e-05 7.754348e+02 3.108779e+02 8.584265e+02 8.584264e+02
-2.518991e-05 8.113370e+02 3.252714e+02 8.981712e+02 8.981711e+02
-2.459995e-05 7.476017e+02 2.997194e+02 8.276146e+02 8.276145e+02
-2.387327e-05 7.635011e+02 3.060936e+02 8.452156e+02 8.452155e+02
-2.322407e-05 7.421974e+02 2.975528e+02 8.216319e+02 8.216318e+02
-2.285799e-05 7.493443e+02 3.004180e+02 8.295437e+02 8.295436e+02
-2.291600e-05 7.445202e+02 2.984840e+02 8.242033e+02 8.242032e+02
-2.325369e-05 7.187557e+02 2.881548e+02 7.956813e+02 7.956812e+02
-2.365060e-05 7.227835e+02 2.897696e+02 8.001401e+02 8.001401e+02
-2.412918e-05 7.195387e+02 2.884687e+02 7.965481e+02 7.965480e+02
-2.473741e-05 7.000637e+02 2.806610e+02 7.749887e+02 7.749886e+02
-2.521418e-05 6.767173e+02 2.713013e+02 7.491437e+02 7.491436e+02
-2.539985e-05 6.976426e+02 2.796904e+02 7.723086e+02 7.723085e+02
-2.544600e-05 6.585013e+02 2.639983e+02 7.289781e+02 7.289780e+02
-2.540357e-05 6.951973e+02 2.787100e+02 7.696015e+02 7.696014e+02
-2.523876e-05 7.362290e+02 2.951600e+02 8.150246e+02 8.150245e+02
-2.503801e-05 7.350954e+02 2.947055e+02 8.137697e+02 8.137696e+02
-2.488048e-05 7.065098e+02 2.832453e+02 7.821248e+02 7.821247e+02
-2.466405e-05 7.043751e+02 2.823895e+02 7.797616e+02 7.797615e+02
-2.422308e-05 6.909113e+02 2.769918e+02 7.648568e+02 7.648567e+02
-2.382385e-05 7.248897e+02 2.906140e+02 8.024718e+02 8.024717e+02
-2.381010e-05 6.903617e+02 2.767714e+02 7.642484e+02 7.642483e+02
-2.399412e-05 7.019706e+02 2.814255e+02 7.770998e+02 7.770997e+02
-2.419842e-05 7.432988e+02 2.979943e+02 8.228511e+02 8.228510e+02
-2.439191e-05 6.859603e+02 2.750069e+02 7.593760e+02 7.593759e+02
-2.459097e-05 7.027472e+02 2.817369e+02 7.779594e+02 7.779594e+02
-2.473384e-05 7.324992e+02 2.936647e+02 8.108957e+02 8.108956e+02
-2.481643e-05 7.495176e+02 3.004875e+02 8.297355e+02 8.297354e+02
-2.484478e-05 7.290070e+02 2.922646e+02 8.070297e+02 8.070296e+02
-2.473248e-05 7.610896e+02 3.051268e+02 8.425460e+02 8.425459e+02
-2.463225e-05 7.883854e+02 3.160699e+02 8.727632e+02 8.727631e+02
-2.497985e-05 7.743988e+02 3.104626e+02 8.572796e+02 8.572795e+02
-2.579773e-05 7.971408e+02 3.195800e+02 8.824556e+02 8.824556e+02
-2.685050e-05 7.884602e+02 3.160999e+02 8.728460e+02 8.728459e+02
-2.784573e-05 7.725457e+02 3.097196e+02 8.552282e+02 8.552281e+02
-2.901762e-05 7.989324e+02 3.202983e+02 8.844390e+02 8.844389e+02
-3.068636e-05 7.960487e+02 3.191422e+02 8.812467e+02 8.812466e+02
-3.223162e-05 7.836463e+02 3.141700e+02 8.675169e+02 8.675168e+02
-3.341902e-05 7.685758e+02 3.081281e+02 8.508334e+02 8.508333e+02
-3.410329e-05 7.576499e+02 3.037478e+02 8.387382e+02 8.387381e+02
-3.396024e-05 7.611681e+02 3.051583e+02 8.426329e+02 8.426328e+02
-3.327786e-05 7.788223e+02 3.122360e+02 8.621766e+02 8.621765e+02
-3.257718e-05 7.617255e+02 3.053817e+02 8.432500e+02 8.432499e+02
-3.209800e-05 7.198369e+02 2.885883e+02 7.968782e+02 7.968781e+02
-3.171891e-05 7.457798e+02 2.989890e+02 8.255977e+02 8.255976e+02
-3.125220e-05 7.597422e+02 3.045866e+02 8.410544e+02 8.410543e+02
-3.074421e-05 7.666563e+02 3.073585e+02 8.487085e+02 8.487084e+02
-3.006755e-05 7.141415e+02 2.863049e+02 7.905733e+02 7.905732e+02
-2.901048e-05 7.144395e+02 2.864244e+02 7.909031e+02 7.909030e+02
-2.785752e-05 6.873287e+02 2.755555e+02 7.608908e+02 7.608907e+02
-2.705611e-05 7.299550e+02 2.926447e+02 8.080792e+02 8.080791e+02
-2.686053e-05 7.643473e+02 3.064328e+02 8.461524e+02 8.461523e+02
-2.681272e-05 7.795405e+02 3.125239e+02 8.629716e+02 8.629715e+02
-2.674233e-05 8.192214e+02 3.284323e+02 9.068995e+02 9.068994e+02
-2.700981e-05 8.155095e+02 3.269442e+02 9.027902e+02 9.027901e+02
-2.724850e-05 8.068489e+02 3.234721e+02 8.932028e+02 8.932027e+02
-2.710911e-05 7.494870e+02 3.004752e+02 8.297017e+02 8.297016e+02
-2.705425e-05 7.603376e+02 3.048253e+02 8.417136e+02 8.417135e+02
-2.701447e-05 7.494885e+02 3.004758e+02 8.297032e+02 8.297032e+02
-2.721751e-05 7.493563e+02 3.004228e+02 8.295569e+02 8.295568e+02
-2.814129e-05 7.539943e+02 3.022822e+02 8.346913e+02 8.346912e+02
-2.921941e-05 7.784841e+02 3.121004e+02 8.618022e+02 8.618021e+02
-3.045259e-05 7.218079e+02 2.893785e+02 7.990601e+02 7.990600e+02
-3.177263e-05 7.411853e+02 2.971470e+02 8.205114e+02 8.205113e+02
-3.210037e-05 6.952318e+02 2.787239e+02 7.696397e+02 7.696395e+02
-3.238776e-05 6.905186e+02 2.768343e+02 7.644221e+02 7.644220e+02
-3.368741e-05 6.828342e+02 2.737536e+02 7.559153e+02 7.559152e+02
-3.557290e-05 6.743066e+02 2.703348e+02 7.464749e+02 7.464748e+02
-3.735213e-05 7.120011e+02 2.854468e+02 7.882038e+02 7.882037e+02
-3.854067e-05 7.341339e+02 2.943200e+02 8.127053e+02 8.127052e+02
-3.863468e-05 7.238726e+02 2.902062e+02 8.013458e+02 8.013456e+02
-3.760500e-05 7.141269e+02 2.862991e+02 7.905571e+02 7.905569e+02
-3.586140e-05 7.482930e+02 2.999965e+02 8.283798e+02 8.283797e+02
-3.397416e-05 7.501097e+02 3.007249e+02 8.303909e+02 8.303908e+02
-3.347817e-05 7.071030e+02 2.834831e+02 7.827814e+02 7.827813e+02
