#E_pot  E_kin  T  P_ideal P_virial
-3.378955e-05 7.155101e+02 2.868536e+02 7.920883e+02 7.920882e+02
-3.413343e-05 7.124407e+02 2.856231e+02 7.886904e+02 7.886903e+02
-3.470871e-05 7.258942e+02 2.910167e+02 8.035838e+02 8.035837e+02
-3.582986e-05 7.304942e+02 2.928608e+02 8.086761e+02 8.086759e+02
-3.731659e-05 7.268474e+02 2.913988e+02 8.046391e+02 8.046389e+02
-3.796176e-05 7.125384e+02 2.856622e+02 7.887986e+02 7.887984e+02
-3.701818e-05 7.030214e+02 2.818468e+02 7.782630e+02 7.782628e+02
-3.475644e-05 7.013808e+02 2.811891e+02 7.764468e+02 7.764467e+02
-3.213469e-05 6.855671e+02 2.748492e+02 7.589406e+02 7.589405e+02
-2.992063e-05 6.769158e+02 2.713809e+02 7.493634e+02 7.493633e+02
-2.851383e-05 6.495914e+02 2.604263e+02 7.191146e+02 7.191145e+02
-2.765800e-05 6.374677e+02 2.555658e+02 7.056934e+02 7.056933e+02
-2.679155e-05 6.171043e+02 2.474020e+02 6.831506e+02 6.831505e+02
-2.529788e-05 6.108212e+02 2.448830e+02 6.761950e+02 6.761949e+02
-2.311953e-05 6.418368e+02 2.573174e+02 7.105301e+02 7.105300e+02
-2.104032e-05 6.712684e+02 2.691168e+02 7.431116e+02 7.431116e+02
-1.976679e-05 6.981905e+02 2.799101e+02 7.729151e+02 7.729150e+02
-1.886292e-05 6.830199e+02 2.738280e+02 7.561208e+02 7.561208e+02
-1.804355e-05 6.928221e+02 2.777578e+02 7.669721e+02 7.669720e+02
-1.754534e-05 7.567977e+02 3.034061e+02 8.377948e+02 8.377947e+02
-1.701014e-05 7.721287e+02 3.095524e+02 8.547666e+02 8.547665e+02
-1.627763e-05 7.464731e+02 2.992669e+02 8.263652e+02 8.263651e+02
-1.554681e-05 7.323102e+02 2.935889e+02 8.106864e+02 8.106864e+02
-1.503915e-05 7.138776e+02 2.861991e+02 7.902810e+02 7.902810e+02
-1.491244e-05 7.566014e+02 3.033275e+02 8.375775e+02 8.375774e+02
-1.499952e-05 7.425610e+02 2.976986e+02 8.220344e+02 8.220344e+02
-1.510726e-05 7.338261e+02 2.941966e+02 8.123646e+02 8.123645e+02
-1.521268e-05 6.708225e+02 2.689380e+02 7.426180e+02 7.426179e+02
-1.523002e-05 6.903854e+02 2.767809e+02 7.642746e+02 7.642745e+02
-1.532584e-05 6.657961e+02 2.669229e+02 7.370536e+02 7.370536e+02
-1.583489e-05 6.734548e+02 2.699933e+02 7.455320e+02 7.455320e+02
-1.659572e-05 6.928977e+02 2.777881e+02 7.670558e+02 7.670557e+02
-1.722980e-05 7.160027e+02 2.870511e+02 7.926337e+02 7.926336e+02
-1.782134e-05 7.080139e+02 2.838483e+02 7.837898e+02 7.837898e+02
-1.861749e-05 7.276333e+02 2.917139e+02 8.055091e+02 8.055090e+02
-1.977311e-05 7.322200e+02 2.935527e+02 8.105866e+02 8.105865e+02
-2.128129e-05 7.211123e+02 2.890996e+02 7.982901e+02 7.982900e+02
-2.280700e-05 7.437899e+02 2.981912e+02 8.233948e+02 8.233947e+02
-2.431617e-05 7.658537e+02 3.070368e+02 8.478200e+02 8.478199e+02
-2.611452e-05 7.278246e+02 2.917906e+02 8.057208e+02 8.057207e+02
-2.788534e-05 7.470937e+02 2.995157e+02 8.270522e+02 8.270521e+02
-2.953843e-05 7.481760e+02 2.999496e+02 8.282503e+02 8.282502e+02
-3.144500e-05 7.357149e+02 2.949539e+02 8.144555e+02 8.144554e+02
-3.361438e-05 7.729898e+02 3.098977e+02 8.557198e+02 8.557197e+02
-3.576350e-05 7.862095e+02 3.151976e+02 8.703544e+02 8.703542e+02
-3.724875e-05 7.776701e+02 3.117740e+02 8.609010e+02 8.609009e+02
-3.835588e-05 7.802162e+02 3.127948e+02 8.637197e+02 8.637195e+02
-3.902206e-05 7.894205e+02 3.164849e+02 8.739090e+02 8.739089e+02
-3.952900e-05 7.609810e+02 3.050833e+02 8.424258e+02 8.424257e+02
-4.050256e-05 7.767294e+02 3.113969e+02 8.598597e+02 8.598596e+02
-4.197977e-05 7.501793e+02 3.007528e+02 8.304680e+02 8.304679e+02
-4.402861e-05 7.782575e+02 3.120095e+02 8.615513e+02 8.615511e+02
-4.671230e-05 7.241353e+02 2.903115e+02 8.016366e+02 8.016365e+02
-5.058961e-05 7.380439e+02 2.958876e+02 8.170338e+02 8.170337e+02
-5.477297e-05 7.392677e+02 2.963782e+02 8.183886e+02 8.183884e+02
-5.835704e-05 7.459943e+02 2.990750e+02 8.258351e+02 8.258349e+02
-6.230113e-05 7.398676e+02 2.966187e+02 8.190527e+02 8.190525e+02
-6.635554e-05 7.388046e+02 2.961926e+02 8.178759e+02 8.178757e+02
-6.908914e-05 7.619964e+02 3.054903e+02 8.435499e+02 8.435496e+02
-6.974104e-05 7.940730e+02 3.183501e+02 8.790595e+02 8.790593e+02
-6.980289e-05 7.925136e+02 3.177249e+02 8.773332e+02 8.773329e+02
-7.105423e-05 7.952646e+02 3.188278e+02 8.803786e+02 8.803784e+02
-7.174497e-05 7.694323e+02 3.084715e+02 8.517816e+02 8.517814e+02
-6.911259e-05 7.604891e+02 3.048861e+02 8.418813e+02 8.418810e+02
-6.489092e-05 7.847084e+02 3.145958e+02 8.686927e+02 8.686925e+02
-6.301465e-05 8.063328e+02 3.232652e+02 8.926315e+02 8.926312e+02
-6.299170e-05 7.906380e+02 3.169730e+02 8.752569e+02 8.752567e+02
-6.295861e-05 8.152611e+02 3.268446e+02 9.025153e+02 9.025151e+02
-6.238662e-05 8.161345e+02 3.271947e+02 9.034821e+02 9.034819e+02
-6.326702e-05 7.761946e+02 3.111825e+02 8.592676e+02 8.592674e+02
-6.615335e-05 7.813097e+02 3.132332e+02 8.649302e+02 8.649300e+02
-6.956843e-05 7.595859e+02 3.045240e+02 8.408814e+02 8.408812e+02
-7.362603e-05 7.339564e+02 2.942489e+02 8.125089e+02 8.125086e+02
-7.734773e-05 7.054486e+02 2.828199e+02 7.809500e+02 7.809498e+02
-7.987096e-05 7.077156e+02 2.837287e+02 7.834596e+02 7.834593e+02
-8.183151e-05 7.352393e+02 2.947632e+02 8.139290e+02 8.139287e+02
-8.330466e-05 7.040576e+02 2.822622e+02 7.794102e+02 7.794099e+02
-8.169319e-05 7.004759e+02 2.808263e+02 7.754451e+02 7.754448e+02
-7.520701e-05 7.194460e+02 2.884315e+02 7.964454e+02 7.964452e+02
-6.867540e-05 7.610631e+02 3.051162e+02 8.425166e+02 8.425164e+02
-6.473212e-05 7.212472e+02 2.891537e+02 7.984394e+02 7.984392e+02
-6.117122e-05 7.646408e+02 3.065505e+02 8.464773e+02 8.464771e+02
-5.834937e-05 7.753068e+02 3.108266e+02 8.582848e+02 8.582846e+02
-5.669591e-05 7.978175e+02 3.198513e+02 8.832048e+02 8.832046e+02
-5.568963e-05 8.444043e+02 3.385283e+02 9.347776e+02 9.347774e+02
-5.576782e-05 8.529949e+02 3.419723e+02 9.442876e+02 9.442874e+02
-5.583812e-05 8.271272e+02 3.316018e+02 9.156513e+02 9.156511e+02
-5.504134e-05 7.973130e+02 3.196490e+02 8.826462e+02 8.826461e+02
-5.432101e-05 8.087960e+02 3.242527e+02 8.953582e+02 8.953581e+02
-5.361957e-05 7.554304e+02 3.028580e+02 8.362812e+02 8.362810e+02
-5.251009e-05 7.840671e+02 3.143387e+02 8.679827e+02 8.679825e+02
-5.158220e-05 7.869601e+02 3.154985e+02 8.711854e+02 8.711852e+02
-5.102640e-05 7.508692e+02 3.010294e+02 8.312318e+02 8.312316e+02
-5.062141e-05 7.249355e+02 2.906323e+02 8.025225e+02 8.025223e+02
-5.023259e-05 7.728558e+02 3.098440e+02 8.555715e+02 8.555714e+02
-4.934452e-05 7.810911e+02 3.131456e+02 8.646882e+02 8.646880e+02
-4.825388e-05 7.660524e+02 3.071164e+02 8.480399e+02 8.480398e+02
-4.772040e-05 7.869758e+02 3.155048e+02 8.712027e+02 8.712025e+02
-4.761104e-05 7.407445e+02 2.969703e+02 8.200234e+02 8.200233e+02
-4.777239e-05 7.524113e+02 3.016476e+02 8.329389e+02 8.329387e+02
-4.789513e-05 7.796465e+02 3.125664e+02 8.630890e+02 8.630888e+02
-4.712622e-05 7.474115e+02 2.996431e+02 8.274040e+02 8.274038e+02
-4.528898e-05 7.686076e+02 3.081408e+02 8.508687e+02 8.508685e+02
-4.356171e-05 8.187377e+02 3.282384e+02 9.063640e+02 9.063638e+02
-4.212352e-05 8.432440e+02 3.380632e+02 9.334931e+02 9.334930e+02
-4.076874e-05 8.424426e+02 3.377418e+02 9.326059e+02 9.326057e+02
-3.933332e-05 8.256065e+02 3.309921e+02 9.139679e+02 9.139678e+02
-3.782785e-05 7.865336e+02 3.153275e+02 8.707131e+02 8.707130e+02
-3.613386e-05 7.860025e+02 3.151146e+02 8.701252e+02 8.701251e+02
-3.438088e-05 7.957853e+02 3.190366e+02 8.809551e+02 8.809550e+02
-3.319856e-05 7.852485e+02 3.148123e+02 8.692905e+02 8.692904e+02
-3.217048e-05 8.158613e+02 3.270852e+02 9.031797e+02 9.031796e+02
-3.148420e-05 8.061878e+02 3.232070e+02 8.924709e+02 8.924708e+02
-3.108720e-05 8.061094e+02 3.231756e+02 8.923841e+02 8.923840e+02
-3.032751e-05 7.422205e+02 2.975620e+02 8.216574e+02 8.216573e+02
-2.876003e-05 7.284743e+02 2.920511e+02 8.064400e+02 8.064399e+02
-2.676115e-05 7.238814e+02 2.902097e+02 8.013556e+02 8.013555e+02
-2.513749e-05 6.814472e+02 2.731975e+02 7.543798e+02 7.543797e+02
-2.377478e-05 6.714537e+02 2.691910e+02 7.433167e+02 7.433166e+02
-2.253238e-05 6.995818e+02 2.804678e+02 7.744552e+02 7.744552e+02
-2.147511e-05 7.059253e+02 2.830110e+02 7.814777e+02 7.814776e+02
-2.071322e-05 6.570442e+02 2.634142e+02 7.273650e+02 7.273650e+02
-2.040662e-05 6.831301e+02 2.738722e+02 7.562429e+02 7.562428e+02
-2.036119e-05 6.765858e+02 2.712485e+02 7.489981e+02 7.489980e+02
-2.025406e-05 6.988957e+02 2.801928e+02 7.736957e+02 7.736956e+02
-2.012655e-05 7.010188e+02 2.810439e+02 7.760460e+02 7.760460e+02
-2.010553e-05 7.017631e+02 2.813423e+02 7.768701e+02 7.768700e+02
-2.022142e-05 7.316921e+02 2.933411e+02 8.100022e+02 8.100021e+02
-2.032604e-05 6.817723e+02 2.733279e+02 7.547397e+02 7.547396e+02
-2.048611e-05 6.800835e+02 2.726508e+02 7.528701e+02 7.528700e+02
-2.092551e-05 7.105858e+02 2.848794e+02 7.866370e+02 7.866370e+02
-2.173229e-05 7.229998e+02 2.898563e+02 8.003796e+02 8.003795e+02
-2.253353e-05 7.261466e+02 2.911179e+02 8.038632e+02 8.038631e+02
-2.281371e-05 7.586643e+02 3.041545e+02 8.398611e+02 8.398611e+02
-2.257745e-05 7.615886e+02 3.053269e+02 8.430985e+02 8.430984e+02
-2.213249e-05 7.665067e+02 3.072985e+02 8.485428e+02 8.485428e+02
-2.181394e-05 7.345282e+02 2.944781e+02 8.131418e+02 8.131418e+02
-2.167365e-05 7.521098e+02 3.015267e+02 8.326051e+02 8.326050e+02
-2.181899e-05 7.815614e+02 3.133341e+02 8.652088e+02 8.652087e+02
-2.226268e-05 7.858152e+02 3.150395e+02 8.699179e+02 8.699178e+02
-2.281466e-05 7.801187e+02 3.127557e+02 8.636117e+02 8.636116e+02
-2.353038e-05 8.397244e+02 3.366521e+02 9.295968e+02 9.295967e+02
-2.429734e-05 7.640852e+02 3.063278e+02 8.458622e+02 8.458621e+02
-2.489582e-05 7.314384e+02 2.932394e+02 8.097214e+02 8.097213e+02
-2.538569e-05 7.538660e+02 3.022308e+02 8.345493e+02 8.345492e+02
-2.603571e-05 7.552882e+02 3.028010e+02 8.361237e+02 8.361237e+02
-2.654017e-05 7.671256e+02 3.075467e+02 8.492280e+02 8.492279e+02
-2.665082e-05 7.886716e+02 3.161846e+02 8.730800e+02 8.730799e+02
-2.685027e-05 7.948576e+02 3.186647e+02 8.799281e+02 8.799280e+02
-2.756705e-05 7.771282e+02 3.115568e+02 8.603011e+02 8.603010e+02
-2.923027e-05 7.536033e+02 3.021255e+02 8.342585e+02 8.342584e+02
-3.154984e-05 7.888514e+02 3.162567e+02 8.732790e+02 8.732789e+02
-3.433413e-05 7.874726e+02 3.157040e+02 8.717527e+02 8.717526e+02
-3.802512e-05 7.955778e+02 3.189534e+02 8.807254e+02 8.807253e+02
-4.214251e-05 7.861778e+02 3.151848e+02 8.703193e+02 8.703191e+02
-4.544494e-05 8.070948e+02 3.235706e+02 8.934749e+02 8.934748e+02
-4.837352e-05 8.429907e+02 3.379616e+02 9.332127e+02 9.332125e+02
-5.179217e-05 8.326160e+02 3.338023e+02 9.217276e+02 9.217274e+02
-5.508280e-05 8.488278e+02 3.403017e+02 9.396745e+02 9.396743e+02
-5.825686e-05 8.798043e+02 3.527205e+02 9.739663e+02 9.739661e+02
-6.124503e-05 8.356839e+02 3.350322e+02 9.251239e+02 9.251236e+02
-6.357653e-05 8.066978e+02 3.234115e+02 8.930355e+02 8.930353e+02
-6.391754e-05 7.865652e+02 3.153402e+02 8.707481e+02 8.707479e+02
-6.176941e-05 7.498734e+02 3.006301e+02 8.301294e+02 8.301292e+02
-5.955552e-05 7.759570e+02 3.110872e+02 8.590046e+02 8.590044e+02
-5.647807e-05 8.195887e+02 3.285795e+02 9.073060e+02 9.073059e+02
-5.233315e-05 8.254762e+02 3.309399e+02 9.138236e+02 9.138234e+02
-4.927837e-05 8.123621e+02 3.256823e+02 8.993060e+02 8.993059e+02
-4.758486e-05 7.932209e+02 3.180085e+02 8.781161e+02 8.781160e+02
-4.670195e-05 7.565510e+02 3.033073e+02 8.375217e+02 8.375216e+02
-4.570097e-05 7.599807e+02 3.046822e+02 8.413185e+02 8.413183e+02
-4.469983e-05 7.244824e+02 2.904507e+02 8.020209e+02 8.020208e+02
-4.399324e-05 7.197295e+02 2.885452e+02 7.967593e+02 7.967592e+02
-4.334373e-05 7.482255e+02 2.999695e+02 8.283051e+02 8.283049e+02
-4.275105e-05 6.988337e+02 2.801679e+02 7.736271e+02 7.736270e+02
-4.166164e-05 6.805816e+02 2.728505e+02 7.534215e+02 7.534214e+02
-4.064797e-05 6.956295e+02 2.788833e+02 7.700800e+02 7.700798e+02
-4.036297e-05 7.253254e+02 2.907886e+02 8.029541e+02 8.029540e+02
-4.015880e-05 7.438799e+02 2.982273e+02 8.234944e+02 8.234943e+02
-4.028944e-05 7.454253e+02 2.988469e+02 8.252053e+02 8.252051e+02
-4.083251e-05 7.573027e+02 3.036086e+02 8.383538e+02 8.383536e+02
-4.146556e-05 7.829409e+02 3.138872e+02 8.667360e+02 8.667359e+02
-4.231390e-05 7.658647e+02 3.070412e+02 8.478322e+02 8.478321e+02
-4.324985e-05 7.110100e+02 2.850495e+02 7.871066e+02 7.871065e+02
-4.411392e-05 6.938020e+02 2.781507e+02 7.680569e+02 7.680568e+02
-4.543709e-05 7.007356e+02 2.809304e+02 7.757325e+02 7.757324e+02
-4.685275e-05 7.088931e+02 2.842008e+02 7.847631e+02 7.847630e+02
-4.774299e-05 7.107103e+02 2.849293e+02 7.867748e+02 7.867746e+02
-4.823314e-05 7.049487e+02 2.826194e+02 7.803965e+02 7.803964e+02
-4.789358e-05 7.209358e+02 2.890288e+02 7.980947e+02 7.980945e+02
-4.738655e-05 7.449629e+02 2.986615e+02 8.246933e+02 8.246932e+02
-4.658939e-05 7.392976e+02 2.963902e+02 8.184217e+02 8.184215e+02
-4.504450e-05 7.679217e+02 3.078658e+02 8.501093e+02 8.501092e+02
-4.285240e-05 7.564877e+02 3.032818e+02 8.374516e+02 8.374514e+02
-4.041348e-05 7.298543e+02 2.926043e+02 8.079677e+02 8.079676e+02
-3.846239e-05 7.652576e+02 3.067978e+02 8.471600e+02 8.471599e+02
-3.739147e-05 7.718018e+02 3.094214e+02 8.544047e+02 8.544046e+02
-3.701328e-05 7.583869e+02 3.040433e+02 8.395541e+02 8.395539e+02
-3.674541e-05 7.401111e+02 2.967164e+02 8.193223e+02 8.193222e+02
-3.692452e-05 7.614990e+02 3.052909e+02 8.429992e+02 8.429991e+02
-3.758679e-05 7.260360e+02 2.910735e+02 8.037407e+02 8.037406e+02
-3.810705e-05 7.041812e+02 2.823118e+02 7.795469e+02 7.795468e+02
-3.818963e-05 6.706603e+02 2.688730e+02 7.424385e+02 7.424383e+02
-3.745893e-05 6.965406e+02 2.792486e+02 7.710886e+02 7.710885e+02
-3.618171e-05 7.157049e+02 2.869317e+02 7.923040e+02 7.923039e+02
-3.494419e-05 7.015655e+02 2.812631e+02 7.766513e+02 7.766512e+02
-3.386278e-05 7.309948e+02 2.930615e+02 8.092302e+02 8.092301e+02
-3.277784e-05 7.165760e+02 2.872809e+02 7.932683e+02 7.932682e+02
-3.157720e-05 7.341633e+02 2.943318e+02 8.127379e+02 8.127378e+02
-3.058515e-05 7.213754e+02 2.892051e+02 7.985814e+02 7.985813e+02
-2.987339e-05 7.611956e+02 3.051693e+02 8.426634e+02 8.426633e+02
-2.927824e-05 7.478086e+02 2.998023e+02 8.278436e+02 8.278435e+02
-2.855606e-05 7.160639e+02 2.870756e+02 7.927014e+02 7.927013e+02
-2.747079e-05 7.396256e+02 2.965217e+02 8.187848e+02 8.187847e+02
-2.649518e-05 6.925260e+02 2.776391e+02 7.666443e+02 7.666442e+02
-2.586274e-05 6.548613e+02 2.625390e+02 7.249485e+02 7.249484e+02
-2.545147e-05 6.467760e+02 2.592976e+02 7.159979e+02 7.159978e+02
-2.523056e-05 6.330953e+02 2.538129e+02 7.008530e+02 7.008529e+02
-2.509222e-05 6.275952e+02 2.516078e+02 6.947642e+02 6.947641e+02
-2.495180e-05 6.341010e+02 2.542161e+02 7.019664e+02 7.019663e+02
-2.503802e-05 6.895341e+02 2.764396e+02 7.633322e+02 7.633321e+02
-2.546586e-05 6.602216e+02 2.646880e+02 7.308826e+02 7.308825e+02
-2.609900e-05 6.748579e+02 2.705558e+02 7.470853e+02 7.470852e+02
-2.690899e-05 6.901704e+02 2.766947e+02 7.640366e+02 7.640365e+02
-2.784213e-05 7.072372e+02 2.835370e+02 7.829300e+02 7.829299e+02
-2.860499e-05 7.473454e+02 2.996166e+02 8.273308e+02 8.273307e+02
-2.935029e-05 7.539617e+02 3.022692e+02 8.346552e+02 8.346551e+02
-3.039035e-05 7.570692e+02 3.035150e+02 8.380954e+02 8.380953e+02
-3.161030e-05 7.643475e+02 3.064329e+02 8.461526e+02 8.461525e+02
-3.324300e-05 7.691500e+02 3.083583e+02 8.514690e+02 8.514689e+02
-3.544544e-05 7.484240e+02 3.000491e+02 8.285249e+02 8.285247e+02
-3.841265e-05 7.233700e+02 2.900047e+02 8.007894e+02 8.007893e+02
-4.188037e-05 7.345032e+02 2.944681e+02 8.131141e+02 8.131140e+02
-4.513467e-05 7.268050e+02 2.913818e+02 8.045921e+02 8.045919e+02
-4.842426e-05 7.614112e+02 3.052557e+02 8.429020e+02 8.429018e+02
-5.168704e-05 7.969524e+02 3.195045e+02 8.822471e+02 8.822469e+02
-5.522131e-05 7.941982e+02 3.184003e+02 8.791981e+02 8.791980e+02
-6.038164e-05 7.985666e+02 3.201516e+02 8.840341e+02 8.840339e+02
-6.679018e-05 7.852929e+02 3.148301e+02 8.693397e+02 8.693395e+02
-7.354850e-05 7.502312e+02 3.007736e+02 8.305255e+02 8.305253e+02
-7.954064e-05 7.287618e+02 2.921663e+02 8.067582e+02 8.067580e+02
-8.534487e-05 7.459706e+02 2.990655e+02 8.258088e+02 8.258086e+02
-9.109743e-05 7.303044e+02 2.927847e+02 8.084659e+02 8.084656e+02
-9.495039e-05 7.353455e+02 2.948058e+02 8.140467e+02 8.140464e+02
-9.565793e-05 7.187948e+02 2.881705e+02 7.957246e+02 7.957243e+02
-9.349184e-05 7.450766e+02 2.987071e+02 8.248192e+02 8.248189e+02
-9.163857e-05 7.292904e+02 2.923782e+02 8.073435e+02 8.073432e+02
-8.704790e-05 7.760933e+02 3.111419e+02 8.591555e+02 8.591552e+02
-8.116961e-05 7.505083e+02 3.008847e+02 8.308323e+02 8.308320e+02
-7.738728e-05 7.273170e+02 2.915871e+02 8.051588e+02 8.051586e+02
-7.561395e-05 7.229395e+02 2.898321e+02 8.003129e+02 8.003126e+02
-7.623489e-05 7.382176e+02 2.959572e+02 8.172261e+02 8.172259e+02
-7.689766e-05 7.746244e+02 3.105530e+02 8.575293e+02 8.575291e+02
-7.613329e-05 7.960870e+02 3.191575e+02 8.812891e+02 8.812888e+02
-7.511141e-05 7.838811e+02 3.142641e+02 8.677767e+02 8.677765e+02
-7.529704e-05 7.881831e+02 3.159888e+02 8.725392e+02 8.725390e+02
-7.619428e-05 7.585987e+02 3.041282e+02 8.397885e+02 8.397883e+02
-7.625122e-05 7.639800e+02 3.062856e+02 8.457457e+02 8.457455e+02
-7.652076e-05 7.364085e+02 2.952320e+02 8.152234e+02 8.152232e+02
-7.843359e-05 7.408407e+02 2.970088e+02 8.201299e+02 8.201296e+02
-8.037810e-05 7.454308e+02 2.988490e+02 8.252113e+02 8.252110e+02
-7.996516e-05 6.994838e+02 2.804285e+02 7.743467e+02 7.743465e+02
-7.683510e-05 6.929269e+02 2.777998e+02 7.670882e+02 7.670879e+02
-7.328368e-05 7.596659e+02 3.045560e+02 8.409699e+02 8.409696e+02
-7.010632e-05 7.930912e+02 3.179565e+02 8.779726e+02 8.779724e+02
-6.748418e-05 7.907116e+02 3.170025e+02 8.753384e+02 8.753381e+02
-6.573465e-05 7.662332e+02 3.071889e+02 8.482401e+02 8.482399e+02
-6.516886e-05 7.167055e+02 2.873329e+02 7.934116e+02 7.934114e+02
-6.641930e-05 6.992457e+02 2.803331e+02 7.740832e+02 7.740830e+02
-6.997339e-05 7.036119e+02 2.820835e+02 7.789167e+02 7.789164e+02
-7.496518e-05 6.997059e+02 2.805176e+02 7.745927e+02 7.745924e+02
-7.987223e-05 6.959316e+02 2.790044e+02 7.704144e+02 7.704141e+02
-8.457296e-05 7.233214e+02 2.899852e+02 8.007357e+02 8.007354e+02
-9.103990e-05 7.209662e+02 2.890410e+02 7.981284e+02 7.981281e+02
-9.909032e-05 7.261795e+02 2.911311e+02 8.038996e+02 8.038993e+02
-1.078576e-04 7.160150e+02 2.870560e+02 7.926473e+02 7.926469e+02
-1.202402e-04 7.387291e+02 2.961623e+02 8.177924e+02 8.177920e+02
-1.354048e-04 7.574380e+02 3.036628e+02 8.385036e+02 8.385031e+02
-1.506356e-04 7.770095e+02 3.115092e+02 8.601698e+02 8.601693e+02
-1.653196e-04 7.558060e+02 3.030085e+02 8.366969e+02 8.366963e+02
-1.760600e-04 7.738102e+02 3.102266e+02 8.566280e+02 8.566275e+02
-1.845637e-04 7.864554e+02 3.152961e+02 8.706266e+02 8.706259e+02
-1.917591e-04 7.816348e+02 3.133635e+02 8.652901e+02 8.652895e+02
-1.984163e-04 7.958497e+02 3.190624e+02 8.810263e+02 8.810257e+02
-2.076233e-04 7.959451e+02 3.191006e+02 8.811320e+02 8.811313e+02
-2.145132e-04 7.692811e+02 3.084108e+02 8.516142e+02 8.516135e+02
-2.193941e-04 7.519049e+02 3.014446e+02 8.323783e+02 8.323775e+02
-2.314220e-04 7.619527e+02 3.054728e+02 8.435014e+02 8.435007e+02
-2.524396e-04 7.535067e+02 3.020867e+02 8.341515e+02 8.341507e+02
-2.790248e-04 7.382057e+02 2.959525e+02 8.172129e+02 8.172120e+02
-3.075967e-04 6.935493e+02 2.780494e+02 7.677772e+02 7.677761e+02
-3.486035e-04 7.314869e+02 2.932589e+02 8.097751e+02 8.097739e+02
-4.248853e-04 7.695329e+02 3.085118e+02 8.518930e+02 8.518916e+02
-5.307062e-04 7.652163e+02 3.067812e+02 8.471144e+02 8.471126e+02
-6.607608e-04 7.234874e+02 2.900518e+02 8.009194e+02 8.009172e+02
-7.777575e-04 7.102587e+02 2.847483e+02 7.862749e+02 7.862723e+02
-8.213885e-04 7.034910e+02 2.820351e+02 7.787829e+02 7.787801e+02
-8.548698e-04 6.758636e+02 2.709590e+02 7.481987e+02 7.481958e+02
-9.586466e-04 7.494678e+02 3.004675e+02 8.296803e+02 8.296772e+02
-1.147974e-03 7.316796e+02 2.933361e+02 8.099883e+02 8.099845e+02
-1.371293e-03 7.344734e+02 2.944562e+02 8.130812e+02 8.130766e+02
-1.575765e-03 7.167319e+02 2.873435e+02 7.934409e+02 7.934357e+02
-1.723088e-03 7.391319e+02 2.963238e+02 8.182383e+02 8.182326e+02
-1.887705e-03 7.745285e+02 3.105145e+02 8.574232e+02 8.574169e+02
-2.031980e-03 7.731179e+02 3.099490e+02 8.558616e+02 8.558549e+02
-1.893419e-03 7.492772e+02 3.003911e+02 8.294694e+02 8.294631e+02
-1.673487e-03 7.519119e+02 3.014474e+02 8.323861e+02 8.323805e+02
-1.513067e-03 7.123645e+02 2.855925e+02 7.886060e+02 7.886010e+02
-1.389217e-03 7.736884e+02 3.101778e+02 8.564932e+02 8.564886e+02
-1.352786e-03 7.672287e+02 3.075880e+02 8.493422e+02 8.493377e+02
-1.306762e-03 7.773139e+02 3.116312e+02 8.605067e+02 8.605024e+02
-1.170145e-03 7.936189e+02 3.181681e+02 8.785568e+02 8.785529e+02
-1.000424e-03 8.315832e+02 3.333882e+02 9.205843e+02 9.205810e+02
-8.502353e-04 8.393971e+02 3.365209e+02 9.292345e+02 9.292317e+02
-6.965328e-04 7.954464e+02 3.189007e+02 8.805798e+02 8.805775e+02
-5.418792e-04 8.373349e+02 3.356941e+02 9.269515e+02 9.269497e+02
-4.111649e-04 8.211860e+02 3.292199e+02 9.090743e+02 9.090729e+02
-3.227157e-04 8.235990e+02 3.301873e+02 9.117455e+02 9.117444e+02
-2.625526e-04 8.261064e+02 3.311926e+02 9.145213e+02 9.145205e+02
-2.121319e-04 8.085146e+02 3.241398e+02 8.950467e+02 8.950460e+02
-1.731078e-04 8.363083e+02 3.352826e+02 9.258151e+02 9.258145e+02
-1.480054e-04 8.640825e+02 3.464175e+02 9.565619e+02 9.565614e+02
-1.324234e-04 8.092710e+02 3.244431e+02 8.958840e+02 8.958836e+02
